method_id,source_drug,target_drug,factor
MED,quetiapine,olanzapine,0.05
MED,quetiapine,paliperidone,0.02
MED,quetiapine,quetiapine,1.0
MED,quetiapine,risperidone,0.01335
MED,quetiapine,sertindole,0.08
MED,quetiapine,ziprasidone,0.26665
MED,risperidone,aripiprazole,4.99250936329588
MED,risperidone,asenapine,4.99250936329588
MED,risperidone,clozapine,149.812734082397
MED,risperidone,haloperidol,1.99625468164794
MED,risperidone,iloperidone,3.99625468164794
MED,risperidone,lurasidone,19.97378277153558
MED,risperidone,olanzapine,3.745318352059925
MED,risperidone,paliperidone,1.4981273408239701
MED,risperidone,quetiapine,74.9063670411985
MED,risperidone,risperidone,1.0
MED,risperidone,sertindole,5.992509363295881
MED,risperidone,ziprasidone,19.97378277153558
MED,sertindole,aripiprazole,0.8331249999999999
MED,sertindole,asenapine,0.8331249999999999
MED,sertindole,clozapine,25.0
MED,sertindole,haloperidol,0.333125
MED,sertindole,iloperidone,0.6668749999999999
MED,sertindole,lurasidone,3.333125
MED,sertindole,olanzapine,0.625
MED,sertindole,paliperidone,0.25
MED,sertindole,quetiapine,12.5
MED,sertindole,risperidone,0.166875
MED,sertindole,sertindole,1.0
MED,sertindole,ziprasidone,3.333125
MED,ziprasidone,aripiprazole,0.24995312207012937
MED,ziprasidone,asenapine,0.24995312207012937
MED,ziprasidone,clozapine,7.500468779298706
MED,ziprasidone,haloperidol,0.09994374648415526
MED,ziprasidone,iloperidone,0.20007500468779296
MED,ziprasidone,lurasidone,1.0
MED,ziprasidone,olanzapine,0.18751171948246764
MED,ziprasidone,paliperidone,0.07500468779298707
MED,ziprasidone,quetiapine,3.750234389649353
MED,ziprasidone,risperidone,0.050065629101818866
MED,ziprasidone,sertindole,0.30001875117194826
MED,ziprasidone,ziprasidone,1.0
